;BIP Version: 05.07.00
;Revision Number: 2.0
;Last Changed: Fri Mar 26 10:18:32 2004
;By: BMW EA-33 Muellerwiebus, BMW TI-431 Schiefer, BMW TI-431 Schall
;Package Version: 00000000

;ECU:MS 43.0 fuer M54 mit EWS 3
;ORIGIN:BMW TI-431 Schaller
;REVISION:2.00
;AUTHOR:BMW EA-33 Muellerwiebus, BMW TI-431 Schiefer, BMW TI-431 Schaller
;ECUCOMMENT:


TBEG "FORTTEXTE"
HEAD "ORT", "ORTTEXT", "UW_1", "UW_2", "UW_3", "UW_4"
                    lsl        B6,#$4.B
                    move       S1[I0],B6
                    adds       S1[I0],B5
                    adds       I0,#$1.I
                    jump       __00023830
__000238E7:         clear      L0
                    clear      L1
                    tabget     S2,"POS_ADR"
                    a2fix      I0,S2
                    tabget     S2,"LEN_ADR"
                    a2fix      I1,S2
                    tabget     S2,"ADR"
                    a2fix      L1,S2
                    comp       I1,#$3.I
                    jnz        __00023936
                    move       S1[I0],B6
                    subc       I1,#$1.I
                    addc       I0,#$1.I
__00023936:         comp       I1,#$2.I
                    jnz        __00023950
                    move       S1[I0],B5
                    subc       I1,#$1.I
                    addc       I0,#$1.I
__00023950:         comp       I1,#$1.I
                    jnz        __00023965
                    move       S1[I0],B4
                    subc       I1,#$1.I
__00023965:         comp       I1,#$0.I
                    jnz        __00023B79
                    clear      S2
                    xsend      S2,S1
                    tabget     S4,"MEAS"
                    tabget     S1,"BYTE"
                    a2fix      I0,S1
                    tabget     S1,"DATA_TYPE"
                    scmp       S1,"1"
                    jnz        __000239BA
                    move       B4,S2[I0]
                    move       B5,#$0.B
                    jump       __00023B20
__000239BA:         scmp       S1,"2"
                    jnz        __000239D6
                    move       B4,S2[I0]
                    move       B5,#$0.B
                    jump       __00023A7A
__000239D6:         scmp       S1,"3"
                    jnz        __000239F2
                    move       B4,S2[I0]
                    move       B5,#$0.B
                    jump       __00023A84
__000239F2:         scmp       S1,"4"
                    jnz        __00023A14
                    move       B4,S2[I0]
                    addc       I0,#$1.I
                    move       B5,S2[I0]
                    jump       __00023A8E
__00023A14:         scmp       S1,"5"
                    jnz        __00023A36
                    move       B5,S2[I0]
                    addc       I0,#$1.I
                    move       B4,S2[I0]
                    jump       __00023A8E
__00023A36:         scmp       S1,"6"
                    jnz        __00023A58
                    move       B4,S2[I0]
                    addc       I0,#$1.I
                    move       B5,S2[I0]
                    jump       __00023A9B
__00023A58:         scmp       S1,"7"
                    jnz        __00023B79
                    move       B5,S2[I0]
                    addc       I0,#$1.I
                    move       B4,S2[I0]
                    jump       __00023A9B
